,,comp_name,"Cryptoxanthin, beta",Sucrose,Glucose (dextrose),Fructose,Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,4:0,6:0,8:0,"20:2 n-6 c,c","18:2 n-6 c,c","18:3 n-3 c,c,c (ALA)",Vitamin E (alpha-tocopherol),"Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, gamma",Thiamin,Niacin,Vitamin B-6,"Choline, total",Betaine,Stigmasterol,Beta-sitosterol,Daidzein,Genistein,Glycitein,(+)-Catechin,(-)-Epicatechin,Apigenin,Luteolin
"Cucumber, peeled, raw",Vegetables and Vegetable Products,,1.80E-05,0,0.63,0.75,0.007,0.012,0.012,0.025,0.025,0.012,0.007,0.031,0.002,0.012,0.031,0.002,0.031,0.037,0.204,0.025,0.012,0.025,0,0,0,0,0,0,0,3.00E-05,0,4.00E-05,0,3.10E-05,3.70E-05,5.10E-05,0.0057,0.0001,0,0,0,0,0,0,0,0,0
"Yam, raw",Vegetables and Vegetable Products,,0,0,0,0,0.012,0.054,0.052,0.096,0.059,0.021,0.019,0.071,0.04,0.062,0.127,0.034,0.063,0.155,0.181,0.053,0.054,0.081,0,0,0,0,0,0,0,0.00035,0,0,0,0.000112,0.000552,0.000293,0.0165,0,0,0,0,0,0,0,0,0,0
"Kale, raw",Vegetables and Vegetable Products,,8.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154,0,0,0,0.00011,0.001,0.000271,0.0008,0,0,0,0,0,0,0,0,0,0
"Okra, raw",Vegetables and Vegetable Products,,0,0.6,0.32,0.57,0.017,0.065,0.069,0.105,0.081,0.021,0.019,0.065,0.087,0.091,0.084,0.031,0.073,0.145,0.271,0.044,0.045,0.044,0,0,0,0,0,0,0,0.00027,0,0,0,0.0002,0.001,0.000215,0.0123,0,0,0,0,0,0,0,0,0.00112,0.0031
"Taro, raw",Vegetables and Vegetable Products,,2.00E-05,0,0,0,0.023,0.069,0.054,0.111,0.067,0.02,0.032,0.082,0.055,0.082,0.103,0.034,0.073,0.192,0.174,0.074,0.06,0.092,0,0,0,0,0,0,0,0.00238,0,0,0,9.50E-05,0.0006,0.000283,0.0173,0,0,0,0,0,0,0,0,0,0
"Dock, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0.094,0.102,0.167,0.115,0.035,0,0.114,0.083,0.133,0.108,0.054,0.132,0.181,0.216,0.114,0.116,0.077,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0.0005,0.000122,0,0,0,0,0,0,0,0,0,0,0
"Beets, raw",Vegetables and Vegetable Products,,0,0,0,0,0.019,0.047,0.048,0.068,0.058,0.018,0.019,0.046,0.038,0.056,0.042,0.021,0.06,0.116,0.428,0.031,0.042,0.059,0,0,0,0,0,0,0,4.00E-05,0,0,0,3.10E-05,0.000334,6.70E-05,0.006,0.1287,0,0,0,0,0,0,0,0,0.00037
"Eppaw, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0.0003,0.000176,0,0,0,0,0,0,0,0,0,0,0
"Celery, raw",Vegetables and Vegetable Products,,0,0.08,0.4,0.37,0.009,0.02,0.021,0.032,0.027,0.005,0.004,0.02,0.009,0.027,0.02,0.012,0.023,0.117,0.09,0.021,0.018,0.02,0,0,0,0,0,0,0,0.00027,0,1.00E-05,0,2.10E-05,0.00032,7.40E-05,0.0061,0.0001,0,0,0,0,0,0,0,0.00285,0.00105
"Chives, raw",Vegetables and Vegetable Products,,0,0,0,0,0.037,0.128,0.139,0.195,0.163,0.036,0,0.105,0.095,0.145,0.237,0.057,0.148,0.303,0.677,0.162,0.216,0.148,0,0,0,0,0,0,0,0.00021,0,0,0,7.80E-05,0.000647,0.000138,0.0052,0,0,0,0,0,0,0,0,0,0.00015
"Endive, raw",Vegetables and Vegetable Products,,0,0,0,0,0.005,0.05,0.072,0.098,0.063,0.014,0.01,0.053,0.04,0.063,0.062,0.023,0.062,0.13,0.166,0.058,0.059,0.049,0,0,0,0,0,0,0,0.00044,0,0,0,8.00E-05,0.0004,2.00E-05,0.0168,0,0,0,0,0,0,0,0,0,0
"Garlic, raw",Vegetables and Vegetable Products,,0,0,0,0,0.066,0.157,0.217,0.308,0.273,0.076,0.065,0.183,0.081,0.291,0.634,0.113,0.132,0.489,0.805,0.2,0.1,0.19,0,0,0,0,0,0,0,8.00E-05,0,0,0,0.0002,0.0007,0.001235,0.0232,0,0,0,5.00E-06,1.50E-05,0,0,0,0,0
"Onions, raw",Vegetables and Vegetable Products,,0,0.99,1.97,1.29,0.014,0.021,0.014,0.025,0.039,0.002,0.004,0.025,0.014,0.021,0.104,0.014,0.021,0.091,0.258,0.025,0.012,0.021,0,0,0,0,0,0,0,2.00E-05,0,4.00E-05,0,4.60E-05,0.000116,0.00012,0.0061,0.0001,0,0,0,0,0,0,0,1.00E-05,2.00E-05
"Borage, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0.0009,8.40E-05,0,0,0,0,0,0,0,0,0,0,0
"Cabbage, raw",Vegetables and Vegetable Products,,0,0.08,1.67,1.45,0.011,0.035,0.03,0.041,0.044,0.012,0.011,0.032,0.019,0.042,0.075,0.022,0.042,0.122,0.294,0.03,0.048,0.053,0,0,0,0,0,0,0,0.00015,0,4.00E-05,0,6.10E-05,0.000234,0.000124,0.0107,0.0004,0,0,0,0,0,0,0,8.00E-05,0.0001
"Carrots, raw",Vegetables and Vegetable Products,,0,3.59,0.59,0.55,0.012,0.191,0.077,0.102,0.101,0.02,0.083,0.061,0.043,0.069,0.091,0.04,0.113,0.19,0.366,0.047,0.054,0.054,0,0,0,0,0,0,0,0.00066,0,1.00E-05,0,6.60E-05,0.000983,0.000138,0.0088,0.0004,0,0,0,0,0,0,0,0,0.00011
"Cassava, raw",Vegetables and Vegetable Products,,0,0,0,0,0.019,0.028,0.027,0.039,0.044,0.011,0.028,0.026,0.017,0.035,0.137,0.02,0.038,0.079,0.206,0.028,0.033,0.033,0,0,0,0,0,0,0,0.00019,0,0,0,8.70E-05,0.000854,8.80E-05,0.0237,0.0004,0,0,0,0,0,0,0,0,0
"Pumpkin, raw",Vegetables and Vegetable Products,,0,0,0,0,0.012,0.029,0.031,0.046,0.054,0.011,0.003,0.032,0.042,0.035,0.054,0.016,0.028,0.102,0.184,0.027,0.026,0.044,0,0,0,0,0,0,0,0.00106,0,0,0,5.00E-05,0.0006,6.10E-05,0.0082,0,0,0,0,0,0,0,0,0,0.00163
"Spinach, raw",Vegetables and Vegetable Products,,0,0.07,0.11,0.15,0.039,0.122,0.147,0.223,0.174,0.053,0.035,0.129,0.108,0.161,0.162,0.064,0.142,0.24,0.343,0.134,0.112,0.104,0,0,0,0,0,0,0,0.00203,0,0,0,7.80E-05,0.000724,0.000195,0.0193,0.1026,0,0,0,0,0,0.00053,0,0,0.00074
"Turnips, raw",Vegetables and Vegetable Products,,0,0,0,0,0.009,0.025,0.036,0.033,0.036,0.011,0.005,0.017,0.013,0.03,0.024,0.014,0.035,0.063,0.13,0.025,0.026,0.029,0,0,0,0,0,0,0,3.00E-05,0,0,0,4.00E-05,0.0004,9.00E-05,0.0111,0,0,0,0,0,0,0,0,0,0
"Arugula, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043,0,0,0,4.40E-05,0.000305,7.30E-05,0.0153,0.0001,0,0,0,0,0,0.00051,0,0,0
"Nopales, raw",Vegetables and Vegetable Products,,0,0,0,0,0.014,0.04,0.049,0.077,0.059,0.015,0.008,0.049,0.029,0.059,0.052,0.025,0.05,0.086,0.145,0.046,0.043,0.043,0,0,0,0,0,0,0,0,0,0,0,1.20E-05,0.00041,7.00E-05,0.0073,0,0,0,0,0,0,0,0,0,0.00114
"Celtuce, raw",Vegetables and Vegetable Products,,0,0,0,0,0.006,0.039,0.055,0.052,0.055,0.01,0.01,0.036,0.021,0.046,0.046,0.015,0.037,0.093,0.119,0.037,0.032,0.026,0,0,0,0,0,0,0,0,0,0,0,5.50E-05,0.00055,5.00E-05,0,0,0,0,0,0,0,0,0,0,0
"Cardoon, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0.0003,0.000116,0,0,0,0,0,0,0,0,0,0,0
"Epazote, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80E-05,0.000639,0.000152,0,0,0,0,0,0,0,0,0,0,0
"Parsley, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076,0,0,0
"Broccoli, raw",Vegetables and Vegetable Products,,1.00E-06,0.1,0.49,0.68,0.033,0.088,0.079,0.129,0.135,0.038,0.028,0.117,0.05,0.125,0.191,0.059,0.104,0.325,0.542,0.089,0.11,0.121,0,0,0,0,0,0,0,0.00078,0,4.00E-05,0,7.10E-05,0.000639,0.000175,0.0187,0.0001,0,0,0,0,0,0,0,0,0.0008
"Celeriac, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,5.00E-05,0.0007,0.000165,0.009,0,0,0,0,0,0,0,0,0.00241,0
"Collards, raw",Vegetables and Vegetable Products,,2.80E-05,0,0,0,0.031,0.086,0.1,0.151,0.117,0.033,0.025,0.087,0.066,0.12,0.125,0.047,0.105,0.187,0.204,0.094,0.105,0.078,0,0,0,0,0,0,0,0.00226,0,0,0,5.40E-05,0.000742,0.000165,0.0232,0.0004,0,0,0,0,0,0,0,0,8.00E-05
"Eggplant, raw",Vegetables and Vegetable Products,,0,0.26,1.58,1.54,0.009,0.037,0.045,0.064,0.047,0.011,0.006,0.043,0.027,0.053,0.057,0.023,0.051,0.164,0.186,0.041,0.043,0.042,0,0,0,0,0,0,0,0.0003,0,0,0,3.90E-05,0.000649,8.40E-05,0.0069,0,0,0,0,0,0,0,0,0,0
"Kohlrabi, raw",Vegetables and Vegetable Products,,0,0,0,0,0.01,0.049,0.078,0.067,0.056,0.013,0.007,0.039,0,0.05,0.105,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0,0,0,5.00E-05,0.0004,0.00015,0.0123,0,0,0,0,0,0,0,0,0,0.0013
"Parsnips, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149,0,0,0,9.00E-05,0.0007,9.00E-05,0,0,0,0,0,0,0,0,0,0,0
"Radishes, raw",Vegetables and Vegetable Products,,0,0.1,1.05,0.71,0.009,0.023,0.02,0.031,0.033,0.01,0.01,0.036,0.009,0.035,0.038,0.013,0.026,0.064,0.157,0.026,0.022,0.027,0,0,0,0,0,0,0,0,0,2.00E-05,0,1.20E-05,0.000254,7.10E-05,0.0065,0.0001,0,0,0,0,0,0,0,0,0
"Shallots, raw",Vegetables and Vegetable Products,,0,0,0,0,0.028,0.098,0.106,0.149,0.125,0.027,0,0.081,0.072,0.11,0.181,0.043,0.113,0.231,0.517,0.124,0.165,0.113,0,0,0,0,0,0,0,4.00E-05,0,0,0,6.00E-05,0.0002,0.000345,0.0113,0,0,0,0,0,0,0,0,0,0
"Potatoes, raw, skin",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10E-05,0.001033,0.000239,0,0,0,0,0,0,0,0,0,0,0
"Purslane, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70E-05,0.00048,7.30E-05,0.0128,0,0,0,0,0,0,0,0,0,0
"Asparagus, raw",Vegetables and Vegetable Products,,0,0.23,0.65,1,0.027,0.084,0.075,0.128,0.104,0.031,0.031,0.075,0.052,0.115,0.091,0.049,0.115,0.508,0.233,0.093,0.071,0.106,0,0,0,0,0,0,0,0.00113,0,0,0,0.000143,0.000978,9.10E-05,0.016,0.0006,0,0,3.00E-05,0,0,0,0,0,0
"Rutabagas, raw",Vegetables and Vegetable Products,,1.00E-06,0.53,2.3,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,9.00E-05,0.0007,0.0001,0.0141,0,0,0,0,0,0,0,0,0.00385,0
"Arrowroot, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143,0.001693,0.000266,0,0,0,0,0,0,0,0,0,0,0
"Radicchio, raw",Vegetables and Vegetable Products,,0,0,0,0,0.026,0.04,0.085,0.062,0.056,0.008,0,0.034,0,0.065,0.105,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226,0,0,0,1.60E-05,0.000255,5.70E-05,0.0109,0,0,0,0,0,0,0,0,0.00066,0.03798
"Cornsalad, raw",Vegetables and Vegetable Products,,0,0,0,0,0.026,0.075,0.099,0.133,0.101,0.025,0.02,0.091,0.036,0.099,0.091,0.036,0.088,0.176,0.203,0.079,0.078,0.063,0,0,0,0,0,0,0,0,0,0,0,7.10E-05,0.000415,0.000273,0,0,0,0,0,0,0,0,0,0,0
"Arrowhead, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0.00165,0.00026,0,0,0,0,0,0,0,0,0,0,0
"Lotus root, raw",Vegetables and Vegetable Products,,0,0,0,0,0.02,0.051,0.054,0.069,0.094,0.022,0.022,0.047,0.029,0.055,0.088,0.038,0.054,0.369,0.139,0.156,0.136,0.06,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.0004,0.000258,0,0,0,0,0,0,0,0,0,0,0.00036
"Watercress, raw",Vegetables and Vegetable Products,,0,0,0,0,0.03,0.133,0.093,0.166,0.134,0.02,0.007,0.114,0.063,0.137,0.15,0.04,0.137,0.187,0.19,0.112,0.096,0.06,0,0,0,0,0,0,0,0.001,0,0,0,9.00E-05,0.0002,0.000129,0.009,0,0,0,0,0,0,0.0003,0,1.00E-05,2.00E-05
"Tomatillos, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0,0,0,4.40E-05,0.00185,5.60E-05,0.0076,0,0,0,0,0,0,0,0,0,0
"Nalta jute, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beet greens, raw",Vegetables and Vegetable Products,,0,0,0,0,0.035,0.065,0.046,0.098,0.064,0.018,0.021,0.058,0.052,0.065,0.063,0.034,0.081,0.129,0.267,0.081,0.052,0.07,0,0,0,0,0,0,0,0.0015,0,0,0,0.0001,0.0004,0.000106,0.0004,0,0,0,0,0,0,0.00184,0,0,0.00066
"Cauliflower, raw",Vegetables and Vegetable Products,,0,0,0.94,0.97,0.02,0.076,0.071,0.106,0.217,0.02,0.02,0.065,0.051,0.125,0.086,0.056,0.116,0.177,0.257,0.071,0.071,0.086,0,0,0,0,0,0.013,0.015,8.00E-05,0,0,0,5.00E-05,0.000507,0.000184,0.0443,0,0,0,0,0,0,0,0,3.00E-05,9.00E-05
"Ginger root, raw",Vegetables and Vegetable Products,,0,0,0,0,0.012,0.036,0.051,0.074,0.057,0.013,0.008,0.045,0.02,0.073,0.043,0.03,0.031,0.208,0.162,0.043,0.041,0.045,0,0,0,0.007,0,0,0,0.00026,0,0,0,2.50E-05,0.00075,0.00016,0.0288,0,0,0,0,0,0,0,0,0,0
"Peas, green, raw",Vegetables and Vegetable Products,,0,4.99,0.12,0.39,0.037,0.203,0.195,0.323,0.317,0.082,0.032,0.2,0.114,0.235,0.428,0.107,0.24,0.496,0.741,0.184,0.173,0.181,0,0,0,0,0,0,0,0.00013,2.00E-05,0,0,0.000266,0.00209,0.000169,0.0284,0.0002,0,0,0,1.43E-06,0,1.00E-05,1.00E-05,0,0
"Taro leaves, raw",Vegetables and Vegetable Products,,0,0,0,0,0.048,0.167,0.26,0.392,0.246,0.079,0.064,0.195,0.178,0.256,0.22,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202,0,0,0,0.000209,0.001513,0.000146,0.0128,0,0,0,0,0,0,0.00089,0,1.00E-05,2.00E-05
"Taro shoots, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0.0008,0.000111,0,0,0,0,0,0,0,0,0,0,0
"Palm hearts, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Onions, red, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.00019
"Burdock root, raw",Vegetables and Vegetable Products,,0,0,0,0,0.006,0.026,0.03,0.032,0.067,0.009,0.006,0.033,0.018,0.033,0.105,0.031,0.025,0.177,0.157,0.031,0.052,0.025,0,0,0,0,0,0,0,0.00038,0,0,0,1.00E-05,0.0003,0.00024,0.0117,0.0002,0,0,0,0,0,0,0,0,0
"Cabbage, red, raw",Vegetables and Vegetable Products,,0,0.6,1.74,1.48,0.012,0.039,0.034,0.046,0.049,0.014,0.012,0.036,0.022,0.048,0.083,0.024,0.048,0.136,0.329,0.034,0.054,0.059,0,0,0,0,0,0,0,0.00011,0,0,0,6.40E-05,0.000418,0.000209,0.0171,0.0001,0,0,0,0,0,0,0,6.00E-05,0.0001
"Chard, swiss, raw",Vegetables and Vegetable Products,,0,0,0,0,0.017,0.083,0.147,0.13,0.099,0.019,0,0.11,0,0.11,0.117,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189,0,0,0,4.00E-05,0.0004,9.90E-05,0.018,0.0003,0,0,0,0,0,0,0,0,0.00063
"Sweet potato, raw, unprepared",Vegetables and Vegetable Products,,0,2.52,0.96,0.7,0.031,0.083,0.055,0.092,0.066,0.029,0.022,0.089,0.034,0.086,0.055,0.031,0.077,0.382,0.155,0.063,0.052,0.088,0,0,0,0,0,0,0,0.00026,0,1.00E-05,0,7.80E-05,0.000557,0.000209,0.0123,0,0,0,0,1.00E-05,0,0,0,1.00E-05,2.00E-05
"Fennel, bulb, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0,0,0,1.00E-05,0.00064,4.70E-05,0.0132,0,0,0,0,0,0,0,0,0,0
"Grape leaves, raw",Vegetables and Vegetable Products,,9.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,4.00E-05,0.002362,0.0004,0.0128,0,0.002,0.02,0,0,0,0.00165,0,0.00052,0.00179
"Wasabi, root, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131,0.000743,0.000274,0,0,0,0,0,0,0,0,0,0,0
"Kale, scotch, raw",Vegetables and Vegetable Products,,0,0,0,0,0.034,0.125,0.168,0.196,0.168,0.027,0.037,0.143,0.099,0.153,0.156,0.059,0.141,0.25,0.318,0.135,0.166,0.118,0,0,0,0,0,0,0,0,0,0,0,7.00E-05,0.0013,0.000227,0,0,0,0,0,0,0,0,0,0,0
"Bamboo shoots, raw",Vegetables and Vegetable Products,,0,0,0,0,0.027,0.086,0.088,0.14,0.134,0.03,0.022,0.09,0,0.106,0.097,0.042,0.124,0.425,0.248,0.087,0.219,0.127,0,0,0,0,0,0,0,0.001,0,0,0,0.00015,0.0006,0.00024,0,0,0,0,0,0,0,0,0,0,0
"Broccoli raab, raw",Vegetables and Vegetable Products,,0,0.11,0.1,0.17,0.043,0.106,0.104,0.17,0.198,0.048,0.039,0.128,0.075,0.153,0.172,0.066,0.124,0.36,0.549,0.123,0.131,0.099,0,0,0,0,0,0,0,0.00162,0,0,0,0.000162,0.001221,0.000171,0.0183,0.0003,0,0,0,0,0,0,0,0,0
"Cress, garden, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,8.00E-05,0.001,0.000247,0.0195,0.0002,0,0,0,0,0,0.00066,0,0,0
"Onions, sweet, raw",Vegetables and Vegetable Products,,0,0.72,2.26,2.02,0.009,0.018,0.014,0.025,0.033,0.009,0.009,0.024,0.012,0.02,0.111,0.011,0.017,0.067,0.177,0.02,0.015,0.02,0,0,0,0,0,0,0,2.00E-05,0,1.00E-05,0,4.10E-05,0.000133,0.00013,0.0055,0.0001,0,0,0,0,0,0,0,0,1.00E-05
"Seaweed, agar, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087,0,0,0,5.00E-06,5.50E-05,3.20E-05,0.006,0,0,0,0,0,0,0,0,0,0
"Seaweed, kelp, raw",Vegetables and Vegetable Products,,0,0,0,0,0.048,0.055,0.076,0.083,0.082,0.025,0.098,0.043,0.026,0.072,0.065,0.024,0.122,0.125,0.268,0.1,0.073,0.098,0,0,0,0,0,0,0,0.00087,0,0,0,5.00E-05,0.00047,2.00E-06,0.0128,0,0,0,0,0,0,0,0,0,0
"Turnip greens, raw",Vegetables and Vegetable Products,,0,0,0.52,0.29,0.026,0.082,0.078,0.137,0.098,0.034,0.017,0.092,0.058,0.102,0.094,0.036,0.103,0.158,0.204,0.09,0.071,0.061,0,0,0,0.001,0,0,0,0.00286,0,0,0,7.00E-05,0.0006,0.000263,0,0,0,0,0,0,0,0,0,0,0
"Carrots, baby, raw",Vegetables and Vegetable Products,,0,2.72,1.04,1,0.009,0.031,0.034,0.035,0.033,0.006,0.007,0.026,0.016,0.036,0.035,0.013,0.048,0.112,0.165,0.024,0.024,0.028,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0.000556,0.000105,0.0075,0.0001,0,0,0,0,0,0,0,0,0
"Yardlong bean, raw",Vegetables and Vegetable Products,,0,0,0,0,0.032,0.104,0.15,0.2,0.184,0.04,0.042,0.154,0.115,0.162,0.196,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107,0.00041,2.40E-05,0,0,0,0,0,0,0,0,0,0,0
"Jute, potherb, raw",Vegetables and Vegetable Products,,0,0,0,0,0.03,0.164,0.221,0.388,0.219,0.065,0.04,0.212,0.147,0.248,0.248,0.11,0.256,0.567,0.493,0.214,0.246,0.182,0,0,0,0,0,0,0,0,0,0,0,0.000133,0.00126,0.0006,0,0,0,0,0,0,0,0,0,0,0
"Onions, welsh, raw",Vegetables and Vegetable Products,,0,0,0,0,0.021,0.074,0.081,0.113,0.095,0.021,0,0.061,0.055,0.084,0.137,0.033,0.086,0.176,0.393,0.094,0.126,0.086,0,0,0,0,0,0,0,0.00051,0,0,0,5.00E-05,0.0004,7.20E-05,0.0053,0,0,0,0,0,0,0,0,0,0
"Chicory roots, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E-05,0.0004,0.000241,0,0,0,0,0,0,0,0,0,0,0
"Potatoes, new, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0
"Onions, white, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kale, Chinese, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-05,0
"Cabbage, savoy, raw",Vegetables and Vegetable Products,,0,0,0,0,0.02,0.069,0.101,0.103,0.094,0.02,0.017,0.064,0.034,0.085,0.114,0.041,0.07,0.197,0.445,0.044,0.393,0.116,0,0,0,0,0,0,0,0.00017,0,0,0,7.00E-05,0.0003,0.00019,0.0123,0.0005,0,0,0,0,0,0,0,0.00069,0.00018
"Chayote, fruit, raw",Vegetables and Vegetable Products,,0,0,0,0,0.011,0.04,0.044,0.077,0.039,0.001,0,0.047,0.032,0.063,0.035,0.015,0.051,0.092,0.125,0.041,0.044,0.047,0,0,0,0,0,0,0,0.00012,0,0,0,2.50E-05,0.00047,7.60E-05,0.0092,0,0,0,0,0,0,0,0,0,0.00112
"Chicory greens, raw",Vegetables and Vegetable Products,,0,0,0,0,0.031,0.047,0.101,0.074,0.067,0.01,0,0.041,0,0.077,0.124,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226,0,0,0,6.00E-05,0.0005,0.000105,0.0128,0,0,0,0,0,0,0,0,0.00077,0.00208
"Mustard greens, raw",Vegetables and Vegetable Products,,4.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201,0,0,0,8.00E-05,0.0008,0.00018,0.0005,0,0,0,0,0,0,0,0,0.00047,0.00017
"Seaweed, laver, raw",Vegetables and Vegetable Products,,0,0,0,0,0.043,0.232,0.259,0.501,0.222,0.145,0.1,0.273,0.254,0.402,0.285,0.14,0.651,0.567,0.547,0.363,0.251,0.299,0,0,0,0,0,0,0,0.001,0,0,0,9.80E-05,0.00147,0.000159,0.0104,0,0,0,0,0,0,0,0,0,0
"Pepper, banana, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,8.10E-05,0.001242,0.000357,0.0074,0,0,0.002,0,0,0,0,0,0,0.00632
"Hearts of palm, raw",Vegetables and Vegetable Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,5.00E-05,0.0009,0.00081,0,0,0,0,0,0,0,0,0,0,0
